id,name,acronym,parent_structure_id,depth,structure_id_path,safe_name
224,Cortical amygdalar area posterior part lateral zone layer 2,COApl2,655.0,9,/997/8/567/688/695/698/631/647/655/224/,Cortical amygdalar area posterior part lateral zone layer 2
232,Cortical amygdalar area posterior part lateral zone layer 3,COApl3,655.0,9,/997/8/567/688/695/698/631/647/655/232/,Cortical amygdalar area posterior part lateral zone layer 3
663,Cortical amygdalar area posterior part medial zone,COApm,647.0,8,/997/8/567/688/695/698/631/647/663/,Cortical amygdalar area posterior part medial zone
592,Cortical amygdalar area posterior part medial zone layers 1-2,COApm1-2,663.0,9,/997/8/567/688/695/698/631/647/663/592/,Cortical amygdalar area posterior part medial zone layers 1-2
383,Cortical amygdalar area posterior part medial zone layers 1-3,COApm1-3,663.0,9,/997/8/567/688/695/698/631/647/663/383/,Cortical amygdalar area posterior part medial zone layers 1-3
240,Cortical amygdalar area posterior part medial zone layer 1,COApm1,663.0,9,/997/8/567/688/695/698/631/647/663/240/,Cortical amygdalar area posterior part medial zone layer 1
248,Cortical amygdalar area posterior part medial zone layer 2,COApm2,663.0,9,/997/8/567/688/695/698/631/647/663/248/,Cortical amygdalar area posterior part medial zone layer 2
256,Cortical amygdalar area posterior part medial zone layer 3,COApm3,663.0,9,/997/8/567/688/695/698/631/647/663/256/,Cortical amygdalar area posterior part medial zone layer 3
788,Piriform-amygdalar area,PAA,698.0,6,/997/8/567/688/695/698/788/,Piriform-amygdalar area
400,Piriform-amygdalar area layers 1-3,PAA1-3,788.0,7,/997/8/567/688/695/698/788/400/,Piriform-amygdalar area layers 1-3
408,Piriform-amygdalar area molecular layer,PAA1,788.0,7,/997/8/567/688/695/698/788/408/,Piriform-amygdalar area molecular layer
416,Piriform-amygdalar area pyramidal layer,PAA2,788.0,7,/997/8/567/688/695/698/788/416/,Piriform-amygdalar area pyramidal layer
424,Piriform-amygdalar area polymorph layer,PAA3,788.0,7,/997/8/567/688/695/698/788/424/,Piriform-amygdalar area polymorph layer
566,Postpiriform transition area,TR,698.0,6,/997/8/567/688/695/698/566/,Postpiriform transition area
517,Postpiriform transition area layers 1-3,TR1-3,566.0,7,/997/8/567/688/695/698/566/517/,Postpiriform transition area layers 1-3
1140,Postpiriform transition area layers 1,TR1,566.0,7,/997/8/567/688/695/698/566/1140/,Postpiriform transition area layers 1
1141,Postpiriform transition area layers 2,TR2,566.0,7,/997/8/567/688/695/698/566/1141/,Postpiriform transition area layers 2
1142,Postpiriform transition area layers 3,TR3,566.0,7,/997/8/567/688/695/698/566/1142/,Postpiriform transition area layers 3
1089,Hippocampal formation,HPF,695.0,5,/997/8/567/688/695/1089/,Hippocampal formation
1080,Hippocampal region,HIP,1089.0,6,/997/8/567/688/695/1089/1080/,Hippocampal region
375,Ammon's horn,CA,1080.0,7,/997/8/567/688/695/1089/1080/375/,Ammon's horn
382,Field CA1,CA1,375.0,8,/997/8/567/688/695/1089/1080/375/382/,Field CA1
391,Field CA1 stratum lacunosum-moleculare,CA1slm,382.0,9,/997/8/567/688/695/1089/1080/375/382/391/,Field CA1 stratum lacunosum-moleculare
399,Field CA1 stratum oriens,CA1so,382.0,9,/997/8/567/688/695/1089/1080/375/382/399/,Field CA1 stratum oriens
407,Field CA1 pyramidal layer,CA1sp,382.0,9,/997/8/567/688/695/1089/1080/375/382/407/,Field CA1 pyramidal layer
415,Field CA1 stratum radiatum,CA1sr,382.0,9,/997/8/567/688/695/1089/1080/375/382/415/,Field CA1 stratum radiatum
423,Field CA2,CA2,375.0,8,/997/8/567/688/695/1089/1080/375/423/,Field CA2
431,Field CA2 stratum lacunosum-moleculare,CA2slm,423.0,9,/997/8/567/688/695/1089/1080/375/423/431/,Field CA2 stratum lacunosum-moleculare
438,Field CA2 stratum oriens,CA2so,423.0,9,/997/8/567/688/695/1089/1080/375/423/438/,Field CA2 stratum oriens
446,Field CA2 pyramidal layer,CA2sp,423.0,9,/997/8/567/688/695/1089/1080/375/423/446/,Field CA2 pyramidal layer
454,Field CA2 stratum radiatum,CA2sr,423.0,9,/997/8/567/688/695/1089/1080/375/423/454/,Field CA2 stratum radiatum
463,Field CA3,CA3,375.0,8,/997/8/567/688/695/1089/1080/375/463/,Field CA3
471,Field CA3 stratum lacunosum-moleculare,CA3slm,463.0,9,/997/8/567/688/695/1089/1080/375/463/471/,Field CA3 stratum lacunosum-moleculare
479,Field CA3 stratum lucidum,CA3slu,463.0,9,/997/8/567/688/695/1089/1080/375/463/479/,Field CA3 stratum lucidum
486,Field CA3 stratum oriens,CA3so,463.0,9,/997/8/567/688/695/1089/1080/375/463/486/,Field CA3 stratum oriens
495,Field CA3 pyramidal layer,CA3sp,463.0,9,/997/8/567/688/695/1089/1080/375/463/495/,Field CA3 pyramidal layer
504,Field CA3 stratum radiatum,CA3sr,463.0,9,/997/8/567/688/695/1089/1080/375/463/504/,Field CA3 stratum radiatum
726,Dentate gyrus,DG,1080.0,7,/997/8/567/688/695/1089/1080/726/,Dentate gyrus
10703,Dentate gyrus molecular layer,DG-mo,726.0,8,/997/8/567/688/695/1089/1080/726/10703/,Dentate gyrus molecular layer
10704,Dentate gyrus polymorph layer,DG-po,726.0,8,/997/8/567/688/695/1089/1080/726/10704/,Dentate gyrus polymorph layer
632,Dentate gyrus granule cell layer,DG-sg,726.0,8,/997/8/567/688/695/1089/1080/726/632/,Dentate gyrus granule cell layer
10702,Dentate gyrus subgranular zone,DG-sgz,726.0,8,/997/8/567/688/695/1089/1080/726/10702/,Dentate gyrus subgranular zone
734,Dentate gyrus crest,DGcr,726.0,8,/997/8/567/688/695/1089/1080/726/734/,Dentate gyrus crest
742,Dentate gyrus crest molecular layer,DGcr-mo,734.0,9,/997/8/567/688/695/1089/1080/726/734/742/,Dentate gyrus crest molecular layer
751,Dentate gyrus crest polymorph layer,DGcr-po,734.0,9,/997/8/567/688/695/1089/1080/726/734/751/,Dentate gyrus crest polymorph layer
758,Dentate gyrus crest granule cell layer,DGcr-sg,734.0,9,/997/8/567/688/695/1089/1080/726/734/758/,Dentate gyrus crest granule cell layer
766,Dentate gyrus lateral blade,DGlb,726.0,8,/997/8/567/688/695/1089/1080/726/766/,Dentate gyrus lateral blade
775,Dentate gyrus lateral blade molecular layer,DGlb-mo,766.0,9,/997/8/567/688/695/1089/1080/726/766/775/,Dentate gyrus lateral blade molecular layer
782,Dentate gyrus lateral blade polymorph layer,DGlb-po,766.0,9,/997/8/567/688/695/1089/1080/726/766/782/,Dentate gyrus lateral blade polymorph layer
790,Dentate gyrus lateral blade granule cell layer,DGlb-sg,766.0,9,/997/8/567/688/695/1089/1080/726/766/790/,Dentate gyrus lateral blade granule cell layer
799,Dentate gyrus medial blade,DGmb,726.0,8,/997/8/567/688/695/1089/1080/726/799/,Dentate gyrus medial blade
807,Dentate gyrus medial blade molecular layer,DGmb-mo,799.0,9,/997/8/567/688/695/1089/1080/726/799/807/,Dentate gyrus medial blade molecular layer
815,Dentate gyrus medial blade polymorph layer,DGmb-po,799.0,9,/997/8/567/688/695/1089/1080/726/799/815/,Dentate gyrus medial blade polymorph layer
823,Dentate gyrus medial blade granule cell layer,DGmb-sg,799.0,9,/997/8/567/688/695/1089/1080/726/799/823/,Dentate gyrus medial blade granule cell layer
982,Fasciola cinerea,FC,1080.0,7,/997/8/567/688/695/1089/1080/982/,Fasciola cinerea
19,Induseum griseum,IG,1080.0,7,/997/8/567/688/695/1089/1080/19/,Induseum griseum
822,Retrohippocampal region,RHP,1089.0,6,/997/8/567/688/695/1089/822/,Retrohippocampal region
909,Entorhinal area,ENT,822.0,7,/997/8/567/688/695/1089/822/909/,Entorhinal area
918,Entorhinal area lateral part,ENTl,909.0,8,/997/8/567/688/695/1089/822/909/918/,Entorhinal area lateral part
1121,Entorhinal area lateral part layer 1,ENTl1,918.0,9,/997/8/567/688/695/1089/822/909/918/1121/,Entorhinal area lateral part layer 1
20,Entorhinal area lateral part layer 2,ENTl2,918.0,9,/997/8/567/688/695/1089/822/909/918/20/,Entorhinal area lateral part layer 2
999,Entorhinal area lateral part layer 2/3,ENTl2/3,918.0,9,/997/8/567/688/695/1089/822/909/918/999/,Entorhinal area lateral part layer 2/3
715,Entorhinal area lateral part layer 2a,ENTl2a,918.0,9,/997/8/567/688/695/1089/822/909/918/715/,Entorhinal area lateral part layer 2a
764,Entorhinal area lateral part layer 2b,ENTl2b,918.0,9,/997/8/567/688/695/1089/822/909/918/764/,Entorhinal area lateral part layer 2b
52,Entorhinal area lateral part layer 3,ENTl3,918.0,9,/997/8/567/688/695/1089/822/909/918/52/,Entorhinal area lateral part layer 3
92,Entorhinal area lateral part layer 4,ENTl4,918.0,9,/997/8/567/688/695/1089/822/909/918/92/,Entorhinal area lateral part layer 4
312,Entorhinal area lateral part layer 4/5,ENTl4/5,918.0,9,/997/8/567/688/695/1089/822/909/918/312/,Entorhinal area lateral part layer 4/5
139,Entorhinal area lateral part layer 5,ENTl5,918.0,9,/997/8/567/688/695/1089/822/909/918/139/,Entorhinal area lateral part layer 5
387,Entorhinal area lateral part layer 5/6,ENTl5/6,918.0,9,/997/8/567/688/695/1089/822/909/918/387/,Entorhinal area lateral part layer 5/6
28,Entorhinal area lateral part layer 6a,ENTl6a,918.0,9,/997/8/567/688/695/1089/822/909/918/28/,Entorhinal area lateral part layer 6a
60,Entorhinal area lateral part layer 6b,ENTl6b,918.0,9,/997/8/567/688/695/1089/822/909/918/60/,Entorhinal area lateral part layer 6b
926,Entorhinal area medial part dorsal zone,ENTm,909.0,8,/997/8/567/688/695/1089/822/909/926/,Entorhinal area medial part dorsal zone
526,Entorhinal area medial part dorsal zone layer 1,ENTm1,926.0,9,/997/8/567/688/695/1089/822/909/926/526/,Entorhinal area medial part dorsal zone layer 1
543,Entorhinal area medial part dorsal zone layer 2,ENTm2,926.0,9,/997/8/567/688/695/1089/822/909/926/543/,Entorhinal area medial part dorsal zone layer 2
468,Entorhinal area medial part dorsal zone layer 2a,ENTm2a,926.0,9,/997/8/567/688/695/1089/822/909/926/468/,Entorhinal area medial part dorsal zone layer 2a
508,Entorhinal area medial part dorsal zone layer 2b,ENTm2b,926.0,9,/997/8/567/688/695/1089/822/909/926/508/,Entorhinal area medial part dorsal zone layer 2b
664,Entorhinal area medial part dorsal zone layer 3,ENTm3,926.0,9,/997/8/567/688/695/1089/822/909/926/664/,Entorhinal area medial part dorsal zone layer 3
712,Entorhinal area medial part dorsal zone layer 4,ENTm4,926.0,9,/997/8/567/688/695/1089/822/909/926/712/,Entorhinal area medial part dorsal zone layer 4
727,Entorhinal area medial part dorsal zone layer 5,ENTm5,926.0,9,/997/8/567/688/695/1089/822/909/926/727/,Entorhinal area medial part dorsal zone layer 5
550,Entorhinal area medial part dorsal zone layer 5/6,ENTm5/6,926.0,9,/997/8/567/688/695/1089/822/909/926/550/,Entorhinal area medial part dorsal zone layer 5/6
743,Entorhinal area medial part dorsal zone layer 6,ENTm6,926.0,9,/997/8/567/688/695/1089/822/909/926/743/,Entorhinal area medial part dorsal zone layer 6
934,Entorhinal area medial part ventral zone,ENTmv,909.0,8,/997/8/567/688/695/1089/822/909/934/,Entorhinal area medial part ventral zone
259,Entorhinal area medial part ventral zone layer 1,ENTmv1,934.0,9,/997/8/567/688/695/1089/822/909/934/259/,Entorhinal area medial part ventral zone layer 1
324,Entorhinal area medial part ventral zone layer 2,ENTmv2,934.0,9,/997/8/567/688/695/1089/822/909/934/324/,Entorhinal area medial part ventral zone layer 2
371,Entorhinal area medial part ventral zone layer 3,ENTmv3,934.0,9,/997/8/567/688/695/1089/822/909/934/371/,Entorhinal area medial part ventral zone layer 3
419,Entorhinal area medial part ventral zone layer 4,ENTmv4,934.0,9,/997/8/567/688/695/1089/822/909/934/419/,Entorhinal area medial part ventral zone layer 4
1133,Entorhinal area medial part ventral zone layer 5/6,ENTmv5/6,934.0,9,/997/8/567/688/695/1089/822/909/934/1133/,Entorhinal area medial part ventral zone layer 5/6
843,Parasubiculum,PAR,822.0,7,/997/8/567/688/695/1089/822/843/,Parasubiculum
10693,Parasubiculum layer 1,PAR1,843.0,8,/997/8/567/688/695/1089/822/843/10693/,Parasubiculum layer 1
10694,Parasubiculum layer 2,PAR2,843.0,8,/997/8/567/688/695/1089/822/843/10694/,Parasubiculum layer 2
10695,Parasubiculum layer 3,PAR3,843.0,8,/997/8/567/688/695/1089/822/843/10695/,Parasubiculum layer 3
1037,Postsubiculum,POST,822.0,7,/997/8/567/688/695/1089/822/1037/,Postsubiculum
10696,Postsubiculum layer 1,POST1,1037.0,8,/997/8/567/688/695/1089/822/1037/10696/,Postsubiculum layer 1
10697,Postsubiculum layer 2,POST2,1037.0,8,/997/8/567/688/695/1089/822/1037/10697/,Postsubiculum layer 2
10698,Postsubiculum layer 3,POST3,1037.0,8,/997/8/567/688/695/1089/822/1037/10698/,Postsubiculum layer 3
1084,Presubiculum,PRE,822.0,7,/997/8/567/688/695/1089/822/1084/,Presubiculum
10699,Presubiculum layer 1,PRE1,1084.0,8,/997/8/567/688/695/1089/822/1084/10699/,Presubiculum layer 1
10700,Presubiculum layer 2,PRE2,1084.0,8,/997/8/567/688/695/1089/822/1084/10700/,Presubiculum layer 2
10701,Presubiculum layer 3,PRE3,1084.0,8,/997/8/567/688/695/1089/822/1084/10701/,Presubiculum layer 3
502,Subiculum,SUB,822.0,7,/997/8/567/688/695/1089/822/502/,Subiculum
509,Subiculum dorsal part,SUBd,502.0,8,/997/8/567/688/695/1089/822/502/509/,Subiculum dorsal part
829,Subiculum dorsal part molecular layer,SUBd-m,509.0,9,/997/8/567/688/695/1089/822/502/509/829/,Subiculum dorsal part molecular layer
845,Subiculum dorsal part pyramidal layer,SUBd-sp,509.0,9,/997/8/567/688/695/1089/822/502/509/845/,Subiculum dorsal part pyramidal layer
837,Subiculum dorsal part stratum radiatum,SUBd-sr,509.0,9,/997/8/567/688/695/1089/822/502/509/837/,Subiculum dorsal part stratum radiatum
518,Subiculum ventral part,SUBv,502.0,8,/997/8/567/688/695/1089/822/502/518/,Subiculum ventral part
853,Subiculum ventral part molecular layer,SUBv-m,518.0,9,/997/8/567/688/695/1089/822/502/518/853/,Subiculum ventral part molecular layer
870,Subiculum ventral part pyramidal layer,SUBv-sp,518.0,9,/997/8/567/688/695/1089/822/502/518/870/,Subiculum ventral part pyramidal layer
861,Subiculum ventral part stratum radiatum,SUBv-sr,518.0,9,/997/8/567/688/695/1089/822/502/518/861/,Subiculum ventral part stratum radiatum
484682470,Prosubiculum,ProS,822.0,7,/997/8/567/688/695/1089/822/484682470/,Prosubiculum
484682475,Prosubiculum dorsal part,ProSd,484682470.0,8,/997/8/567/688/695/1089/822/484682470/484682475/,Prosubiculum dorsal part
484682479,Prosubiculum dorsal part molecular layer,ProSd-m,484682475.0,9,/997/8/567/688/695/1089/822/484682470/484682475/484682479/,Prosubiculum dorsal part molecular layer
484682483,Prosubiculum dorsal part pyramidal layer,ProSd-sp,484682475.0,9,/997/8/567/688/695/1089/822/484682470/484682475/484682483/,Prosubiculum dorsal part pyramidal layer
484682487,Prosubiculum dorsal part stratum radiatum,ProSd-sr,484682475.0,9,/997/8/567/688/695/1089/822/484682470/484682475/484682487/,Prosubiculum dorsal part stratum radiatum
484682492,Prosubiculum ventral part,ProSv,484682470.0,8,/997/8/567/688/695/1089/822/484682470/484682492/,Prosubiculum ventral part
484682496,Prosubiculum ventral part molecular layer,ProSv-m,484682492.0,9,/997/8/567/688/695/1089/822/484682470/484682492/484682496/,Prosubiculum ventral part molecular layer
484682500,Prosubiculum ventral part pyramidal layer,ProSv-sp,484682492.0,9,/997/8/567/688/695/1089/822/484682470/484682492/484682500/,Prosubiculum ventral part pyramidal layer
484682504,Prosubiculum ventral part stratum radiatum,Prosv-sr,484682492.0,9,/997/8/567/688/695/1089/822/484682470/484682492/484682504/,Prosubiculum ventral part stratum radiatum
589508447,Hippocampo-amygdalar transition area,HATA,822.0,7,/997/8/567/688/695/1089/822/589508447/,Hippocampo-amygdalar transition area
484682508,Area prostriata,APr,822.0,7,/997/8/567/688/695/1089/822/484682508/,Area prostriata
703,Cortical subplate,CTXsp,688.0,4,/997/8/567/688/703/,Cortical subplate
16,Layer 6b isocortex,6b,703.0,5,/997/8/567/688/703/16/,Layer 6b isocortex
583,Claustrum,CLA,703.0,5,/997/8/567/688/703/583/,Claustrum
942,Endopiriform nucleus,EP,703.0,5,/997/8/567/688/703/942/,Endopiriform nucleus
952,Endopiriform nucleus dorsal part,EPd,942.0,6,/997/8/567/688/703/942/952/,Endopiriform nucleus dorsal part
966,Endopiriform nucleus ventral part,EPv,942.0,6,/997/8/567/688/703/942/966/,Endopiriform nucleus ventral part
131,Lateral amygdalar nucleus,LA,703.0,5,/997/8/567/688/703/131/,Lateral amygdalar nucleus
295,Basolateral amygdalar nucleus,BLA,703.0,5,/997/8/567/688/703/295/,Basolateral amygdalar nucleus
303,Basolateral amygdalar nucleus anterior part,BLAa,295.0,6,/997/8/567/688/703/295/303/,Basolateral amygdalar nucleus anterior part
311,Basolateral amygdalar nucleus posterior part,BLAp,295.0,6,/997/8/567/688/703/295/311/,Basolateral amygdalar nucleus posterior part
451,Basolateral amygdalar nucleus ventral part,BLAv,295.0,6,/997/8/567/688/703/295/451/,Basolateral amygdalar nucleus ventral part
319,Basomedial amygdalar nucleus,BMA,703.0,5,/997/8/567/688/703/319/,Basomedial amygdalar nucleus
327,Basomedial amygdalar nucleus anterior part,BMAa,319.0,6,/997/8/567/688/703/319/327/,Basomedial amygdalar nucleus anterior part
334,Basomedial amygdalar nucleus posterior part,BMAp,319.0,6,/997/8/567/688/703/319/334/,Basomedial amygdalar nucleus posterior part
780,Posterior amygdalar nucleus,PA,703.0,5,/997/8/567/688/703/780/,Posterior amygdalar nucleus
623,Cerebral nuclei,CNU,567.0,3,/997/8/567/623/,Cerebral nuclei
477,Striatum,STR,623.0,4,/997/8/567/623/477/,Striatum
485,Striatum dorsal region,STRd,477.0,5,/997/8/567/623/477/485/,Striatum dorsal region
672,Caudoputamen,CP,485.0,6,/997/8/567/623/477/485/672/,Caudoputamen
493,Striatum ventral region,STRv,477.0,5,/997/8/567/623/477/493/,Striatum ventral region
56,Nucleus accumbens,ACB,493.0,6,/997/8/567/623/477/493/56/,Nucleus accumbens
998,Fundus of striatum,FS,493.0,6,/997/8/567/623/477/493/998/,Fundus of striatum
754,Olfactory tubercle,OT,493.0,6,/997/8/567/623/477/493/754/,Olfactory tubercle
481,Islands of Calleja,isl,754.0,7,/997/8/567/623/477/493/754/481/,Islands of Calleja
489,Major island of Calleja,islm,754.0,7,/997/8/567/623/477/493/754/489/,Major island of Calleja
144,Olfactory tubercle layers 1-3,OT1-3,754.0,7,/997/8/567/623/477/493/754/144/,Olfactory tubercle layers 1-3
458,Olfactory tubercle molecular layer,OT1,754.0,7,/997/8/567/623/477/493/754/458/,Olfactory tubercle molecular layer
465,Olfactory tubercle pyramidal layer,OT2,754.0,7,/997/8/567/623/477/493/754/465/,Olfactory tubercle pyramidal layer
473,Olfactory tubercle polymorph layer,OT3,754.0,7,/997/8/567/623/477/493/754/473/,Olfactory tubercle polymorph layer
549009199,Lateral strip of striatum,LSS,493.0,6,/997/8/567/623/477/493/549009199/,Lateral strip of striatum
275,Lateral septal complex,LSX,477.0,5,/997/8/567/623/477/275/,Lateral septal complex
242,Lateral septal nucleus,LS,275.0,6,/997/8/567/623/477/275/242/,Lateral septal nucleus
250,Lateral septal nucleus caudal (caudodorsal) part,LSc,242.0,7,/997/8/567/623/477/275/242/250/,Lateral septal nucleus caudal (caudodorsal) part
258,Lateral septal nucleus rostral (rostroventral) part,LSr,242.0,7,/997/8/567/623/477/275/242/258/,Lateral septal nucleus rostral (rostroventral) part
266,Lateral septal nucleus ventral part,LSv,242.0,7,/997/8/567/623/477/275/242/266/,Lateral septal nucleus ventral part
310,Septofimbrial nucleus,SF,275.0,6,/997/8/567/623/477/275/310/,Septofimbrial nucleus
333,Septohippocampal nucleus,SH,275.0,6,/997/8/567/623/477/275/333/,Septohippocampal nucleus
278,Striatum-like amygdalar nuclei,sAMY,477.0,5,/997/8/567/623/477/278/,Striatum-like amygdalar nuclei
23,Anterior amygdalar area,AAA,278.0,6,/997/8/567/623/477/278/23/,Anterior amygdalar area
292,Bed nucleus of the accessory olfactory tract,BA,278.0,6,/997/8/567/623/477/278/292/,Bed nucleus of the accessory olfactory tract
536,Central amygdalar nucleus,CEA,278.0,6,/997/8/567/623/477/278/536/,Central amygdalar nucleus
544,Central amygdalar nucleus capsular part,CEAc,536.0,7,/997/8/567/623/477/278/536/544/,Central amygdalar nucleus capsular part
551,Central amygdalar nucleus lateral part,CEAl,536.0,7,/997/8/567/623/477/278/536/551/,Central amygdalar nucleus lateral part
559,Central amygdalar nucleus medial part,CEAm,536.0,7,/997/8/567/623/477/278/536/559/,Central amygdalar nucleus medial part
1105,Intercalated amygdalar nucleus,IA,278.0,6,/997/8/567/623/477/278/1105/,Intercalated amygdalar nucleus
403,Medial amygdalar nucleus,MEA,278.0,6,/997/8/567/623/477/278/403/,Medial amygdalar nucleus
411,Medial amygdalar nucleus anterodorsal part,MEAad,403.0,7,/997/8/567/623/477/278/403/411/,Medial amygdalar nucleus anterodorsal part
418,Medial amygdalar nucleus anteroventral part,MEAav,403.0,7,/997/8/567/623/477/278/403/418/,Medial amygdalar nucleus anteroventral part
426,Medial amygdalar nucleus posterodorsal part,MEApd,403.0,7,/997/8/567/623/477/278/403/426/,Medial amygdalar nucleus posterodorsal part
472,Medial amygdalar nucleus posterodorsal part sublayer a,MEApd-a,426.0,8,/997/8/567/623/477/278/403/426/472/,Medial amygdalar nucleus posterodorsal part sublayer a
480,Medial amygdalar nucleus posterodorsal part sublayer b,MEApd-b,426.0,8,/997/8/567/623/477/278/403/426/480/,Medial amygdalar nucleus posterodorsal part sublayer b
487,Medial amygdalar nucleus posterodorsal part sublayer c,MEApd-c,426.0,8,/997/8/567/623/477/278/403/426/487/,Medial amygdalar nucleus posterodorsal part sublayer c
435,Medial amygdalar nucleus posteroventral part,MEApv,403.0,7,/997/8/567/623/477/278/403/435/,Medial amygdalar nucleus posteroventral part
803,Pallidum,PAL,623.0,4,/997/8/567/623/803/,Pallidum
818,Pallidum dorsal region,PALd,803.0,5,/997/8/567/623/803/818/,Pallidum dorsal region
1022,Globus pallidus external segment,GPe,818.0,6,/997/8/567/623/803/818/1022/,Globus pallidus external segment
1031,Globus pallidus internal segment,GPi,818.0,6,/997/8/567/623/803/818/1031/,Globus pallidus internal segment
835,Pallidum ventral region,PALv,803.0,5,/997/8/567/623/803/835/,Pallidum ventral region
342,Substantia innominata,SI,835.0,6,/997/8/567/623/803/835/342/,Substantia innominata
298,Magnocellular nucleus,MA,835.0,6,/997/8/567/623/803/835/298/,Magnocellular nucleus
826,Pallidum medial region,PALm,803.0,5,/997/8/567/623/803/826/,Pallidum medial region
904,Medial septal complex,MSC,826.0,6,/997/8/567/623/803/826/904/,Medial septal complex
564,Medial septal nucleus,MS,904.0,7,/997/8/567/623/803/826/904/564/,Medial septal nucleus
596,Diagonal band nucleus,NDB,904.0,7,/997/8/567/623/803/826/904/596/,Diagonal band nucleus
581,Triangular nucleus of septum,TRS,826.0,6,/997/8/567/623/803/826/581/,Triangular nucleus of septum
809,Pallidum caudal region,PALc,803.0,5,/997/8/567/623/803/809/,Pallidum caudal region
351,Bed nuclei of the stria terminalis,BST,809.0,6,/997/8/567/623/803/809/351/,Bed nuclei of the stria terminalis
359,Bed nuclei of the stria terminalis anterior division,BSTa,351.0,7,/997/8/567/623/803/809/351/359/,Bed nuclei of the stria terminalis anterior division
537,Bed nuclei of the stria terminalis anterior division anterolateral area,BSTal,359.0,8,/997/8/567/623/803/809/351/359/537/,Bed nuclei of the stria terminalis anterior division anterolateral area
498,Bed nuclei of the stria terminalis anterior division anteromedial area,BSTam,359.0,8,/997/8/567/623/803/809/351/359/498/,Bed nuclei of the stria terminalis anterior division anteromedial area
505,Bed nuclei of the stria terminalis anterior division dorsomedial nucleus,BSTdm,359.0,8,/997/8/567/623/803/809/351/359/505/,Bed nuclei of the stria terminalis anterior division dorsomedial nucleus
513,Bed nuclei of the stria terminalis anterior division fusiform nucleus,BSTfu,359.0,8,/997/8/567/623/803/809/351/359/513/,Bed nuclei of the stria terminalis anterior division fusiform nucleus
546,Bed nuclei of the stria terminalis anterior division juxtacapsular nucleus,BSTju,359.0,8,/997/8/567/623/803/809/351/359/546/,Bed nuclei of the stria terminalis anterior division juxtacapsular nucleus
521,Bed nuclei of the stria terminalis anterior division magnocellular nucleus,BSTmg,359.0,8,/997/8/567/623/803/809/351/359/521/,Bed nuclei of the stria terminalis anterior division magnocellular nucleus
554,Bed nuclei of the stria terminalis anterior division oval nucleus,BSTov,359.0,8,/997/8/567/623/803/809/351/359/554/,Bed nuclei of the stria terminalis anterior division oval nucleus
562,Bed nuclei of the stria terminalis anterior division rhomboid nucleus,BSTrh,359.0,8,/997/8/567/623/803/809/351/359/562/,Bed nuclei of the stria terminalis anterior division rhomboid nucleus
529,Bed nuclei of the stria terminalis anterior division ventral nucleus,BSTv,359.0,8,/997/8/567/623/803/809/351/359/529/,Bed nuclei of the stria terminalis anterior division ventral nucleus
367,Bed nuclei of the stria terminalis posterior division,BSTp,351.0,7,/997/8/567/623/803/809/351/367/,Bed nuclei of the stria terminalis posterior division
569,Bed nuclei of the stria terminalis posterior division dorsal nucleus,BSTd,367.0,8,/997/8/567/623/803/809/351/367/569/,Bed nuclei of the stria terminalis posterior division dorsal nucleus
578,Bed nuclei of the stria terminalis posterior division principal nucleus,BSTpr,367.0,8,/997/8/567/623/803/809/351/367/578/,Bed nuclei of the stria terminalis posterior division principal nucleus
585,Bed nuclei of the stria terminalis posterior division interfascicular nucleus,BSTif,367.0,8,/997/8/567/623/803/809/351/367/585/,Bed nuclei of the stria terminalis posterior division interfascicular nucleus
594,Bed nuclei of the stria terminalis posterior division transverse nucleus,BSTtr,367.0,8,/997/8/567/623/803/809/351/367/594/,Bed nuclei of the stria terminalis posterior division transverse nucleus
602,Bed nuclei of the stria terminalis posterior division strial extension,BSTse,367.0,8,/997/8/567/623/803/809/351/367/602/,Bed nuclei of the stria terminalis posterior division strial extension
287,Bed nucleus of the anterior commissure,BAC,809.0,6,/997/8/567/623/803/809/287/,Bed nucleus of the anterior commissure
343,Brain stem,BS,8.0,2,/997/8/343/,Brain stem
1129,Interbrain,IB,343.0,3,/997/8/343/1129/,Interbrain
549,Thalamus,TH,1129.0,4,/997/8/343/1129/549/,Thalamus
864,Thalamus sensory-motor cortex related,DORsm,549.0,5,/997/8/343/1129/549/864/,Thalamus sensory-motor cortex related
637,Ventral group of the dorsal thalamus,VENT,864.0,6,/997/8/343/1129/549/864/637/,Ventral group of the dorsal thalamus
629,Ventral anterior-lateral complex of the thalamus,VAL,637.0,7,/997/8/343/1129/549/864/637/629/,Ventral anterior-lateral complex of the thalamus
685,Ventral medial nucleus of the thalamus,VM,637.0,7,/997/8/343/1129/549/864/637/685/,Ventral medial nucleus of the thalamus
709,Ventral posterior complex of the thalamus,VP,637.0,7,/997/8/343/1129/549/864/637/709/,Ventral posterior complex of the thalamus
718,Ventral posterolateral nucleus of the thalamus,VPL,709.0,8,/997/8/343/1129/549/864/637/709/718/,Ventral posterolateral nucleus of the thalamus
725,Ventral posterolateral nucleus of the thalamus parvicellular part,VPLpc,709.0,8,/997/8/343/1129/549/864/637/709/725/,Ventral posterolateral nucleus of the thalamus parvicellular part
733,Ventral posteromedial nucleus of the thalamus,VPM,709.0,8,/997/8/343/1129/549/864/637/709/733/,Ventral posteromedial nucleus of the thalamus
